"pathway","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","p_value","padj","qvalue","geneID","Count"
"SUSTAINED ANGIOGENESIS","SUSTAINED ANGIOGENESIS","157/770","13625/104746",0.0115229357798165,1.56750835219826,6.11190696178998,6.64234155900258e-09,6.64234155900258e-08,4.19516308989636e-08,"hsa-miR-103a-2-5p:CXCR5/hsa-miR-103a-2-5p:LIFR/hsa-miR-103a-2-5p:MRAS/hsa-miR-106b-5p:IL12RB2/hsa-miR-10b-5p:EPHB2/hsa-miR-1228-5p:GATA3/hsa-miR-1229-3p:CXCR5/hsa-miR-1277-3p:TGFBR2/hsa-miR-1287-3p:CXCL5/hsa-miR-1292-5p:WNT9A/hsa-miR-1293:HOXA13/hsa-miR-1301-3p:PTGIS/hsa-miR-1301-3p:WNT9A/hsa-miR-1307-3p:CXCR5/hsa-miR-130b-5p:LIFR/hsa-miR-135b-5p:RECK/hsa-miR-137-3p:PDCD6/hsa-miR-140-3p:VAV2/hsa-miR-140-3p:WNT9A/hsa-miR-141-5p:LIFR/hsa-miR-148b-5p:PTGIS/hsa-miR-149-3p:RECK/hsa-miR-149-3p:RUNX1T1/hsa-miR-149-5p:LIFR/hsa-miR-15a-5p:RECK/hsa-miR-17-5p:LIFR/hsa-miR-181b-2-3p:PTGIS/hsa-miR-182-5p:RECK/hsa-miR-183-5p:ITPR1/hsa-miR-183-5p:LIFR/hsa-miR-183-5p:RECK/hsa-miR-185-3p:PTGIS/hsa-miR-185-3p:WNT9A/hsa-miR-188-3p:GREM1/hsa-miR-188-3p:KITLG/hsa-miR-18a-3p:HSPG2/hsa-miR-18a-3p:SHC2/hsa-miR-18a-3p:WNT9A/hsa-miR-191-5p:LIFR/hsa-miR-1910-3p:CD70/hsa-miR-1910-5p:LIFR/hsa-miR-1910-5p:SHC2/hsa-miR-194-3p:CD70/hsa-miR-19a-3p:LEPR/hsa-miR-200a-5p:LIFR/hsa-miR-200b-3p:LIFR/hsa-miR-200b-3p:RECK/hsa-miR-200b-5p:LIFR/hsa-miR-200c-3p:LIFR/hsa-miR-200c-3p:RECK/hsa-miR-200c-5p:BMPR1B/hsa-miR-200c-5p:GJC1/hsa-miR-203a-3p:LIFR/hsa-miR-203a-3p:RLN2/hsa-miR-204-5p:PDCD6/hsa-miR-205-3p:LIFR/hsa-miR-205-3p:RECK/hsa-miR-205-5p:LIFR/hsa-miR-20a-3p:PTGIS/hsa-miR-20a-5p:LIFR/hsa-miR-210-5p:PTGIS/hsa-miR-224-3p:CDKN2A/hsa-miR-224-5p:RECK/hsa-miR-28-5p:VAV2/hsa-miR-301a-5p:WNT9A/hsa-miR-301b-5p:WNT9A/hsa-miR-3065-5p:VAV2/hsa-miR-30e-3p:TNFSF10/hsa-miR-3170:CD70/hsa-miR-3176:IL17B/hsa-miR-3176:PTGIS/hsa-miR-3189-3p:PTGIS/hsa-miR-324-3p:CXCR5/hsa-miR-324-3p:IL24/hsa-miR-324-3p:WNT9A/hsa-miR-331-3p:PDGFRA/hsa-miR-331-3p:PTGIS/hsa-miR-33a-5p:GHR/hsa-miR-33a-5p:RECK/hsa-miR-33b-5p:GHR/hsa-miR-33b-5p:RECK/hsa-miR-345-5p:WNT9A/hsa-miR-3691-5p:PTGIS/hsa-miR-3691-5p:WNT9A/hsa-miR-372-3p:IL12RB2/hsa-miR-3934-5p:SHC2/hsa-miR-425-3p:CXCR5/hsa-miR-425-5p:TGFBR2/hsa-miR-425-5p:WNT9A/hsa-miR-429:LIFR/hsa-miR-429:RECK/hsa-miR-4446-3p:WNT9A/hsa-miR-449a:WNT9A/hsa-miR-4501:IL22RA1/hsa-miR-454-3p:VAV2/hsa-miR-455-3p:PTGIS/hsa-miR-4638-3p:PTGIS/hsa-miR-4652-5p:PTGIS/hsa-miR-4665-5p:CXCR5/hsa-miR-4724-5p:RECK/hsa-miR-4728-3p:WNT9A/hsa-miR-4728-5p:VAV2/hsa-miR-4742-3p:AKAP13/hsa-miR-4742-3p:CXCR5/hsa-miR-4778-3p:CXCL5/hsa-miR-4778-3p:GREM1/hsa-miR-4778-3p:LIFR/hsa-miR-4778-3p:MRAS/hsa-miR-4778-3p:RECK/hsa-miR-483-3p:LIFR/hsa-miR-483-5p:BMPR1B/hsa-miR-520a-3p:IL12RB2/hsa-miR-520d-3p:IL12RB2/hsa-miR-521:WNT9A/hsa-miR-543:PDCD6/hsa-miR-548d-3p:GHR/hsa-miR-548d-3p:WNT9A/hsa-miR-548v:RECK/hsa-miR-550a-5p:PTGIS/hsa-miR-5684:PTGIS/hsa-miR-584-5p:LIFR/hsa-miR-590-5p:TGFBR2/hsa-miR-616-3p:CCR7/hsa-miR-636:LIFR/hsa-miR-642a-5p:PTGIS/hsa-miR-6499-3p:GJC1/hsa-miR-6499-3p:PTGIS/hsa-miR-6715b-3p:RECK/hsa-miR-6715b-3p:WNT9A/hsa-miR-6781-3p:ADAM12/hsa-miR-6781-3p:PTGIS/hsa-miR-6781-3p:WNT9A/hsa-miR-6783-3p:AKAP13/hsa-miR-6783-3p:ITGA5/hsa-miR-6783-3p:SHC2/hsa-miR-6854-5p:LIFR/hsa-miR-6868-3p:IFNK/hsa-miR-6868-3p:LIFR/hsa-miR-7112-3p:PTGIS/hsa-miR-744-3p:KITLG/hsa-miR-760:WNT9A/hsa-miR-767-3p:WNT9A/hsa-miR-7974:PTGIS/hsa-miR-93-3p:CD70/hsa-miR-93-3p:CXCR5/hsa-miR-93-3p:IFNK/hsa-miR-93-3p:IL24/hsa-miR-93-3p:PTGIS/hsa-miR-93-5p:IL12RB2/hsa-miR-93-5p:LIFR/hsa-miR-937-3p:AMHR2/hsa-miR-939-5p:WNT9A/hsa-miR-940:WNT9A/hsa-miR-944:CDKN2A/hsa-miR-944:RECK/hsa-miR-944:TGFBR2/hsa-miR-96-5p:RECK",157
"EVADING GROWTH SUPPRESSORS","EVADING GROWTH SUPPRESSORS","401/770","44676/104746",0.00897573641328678,1.22100322902096,5.30826266273505,8.03207915149294e-08,4.01603957574647e-07,2.53644604783988e-07,"hsa-let-7c-3p:E2F3/hsa-let-7c-5p:GMNN/hsa-let-7g-3p:ADGRE2/hsa-let-7g-3p:EBF1/hsa-let-7g-3p:GNAL/hsa-miR-1-3p:MYO10/hsa-miR-1-5p:E2F3/hsa-miR-103a-2-5p:CXCR5/hsa-miR-103a-2-5p:CYSLTR2/hsa-miR-103a-2-5p:GPR68/hsa-miR-103a-2-5p:MRAS/hsa-miR-103a-2-5p:PDE4D/hsa-miR-103a-2-5p:TFRC/hsa-miR-105-5p:CD274/hsa-miR-106a-5p:PDCD1LG2/hsa-miR-106a-5p:TGFB1I1/hsa-miR-106b-5p:CD274/hsa-miR-106b-5p:ITGA1/hsa-miR-106b-5p:MYO10/hsa-miR-106b-5p:PDCD1LG2/hsa-miR-106b-5p:TGFB1I1/hsa-miR-10b-5p:PKP1/hsa-miR-10b-5p:RTKN/hsa-miR-1226-3p:PLXNA4/hsa-miR-1226-3p:SOCS3/hsa-miR-1228-5p:GATA3/hsa-miR-1228-5p:LPAR2/hsa-miR-1229-3p:ADGRE2/hsa-miR-1229-3p:CHRNA6/hsa-miR-1229-3p:CXCR5/hsa-miR-1229-3p:DIRAS1/hsa-miR-1248:PPP1R1A/hsa-miR-1277-3p:TGFBR2/hsa-miR-1287-3p:ADARB1/hsa-miR-1287-3p:CXCL5/hsa-miR-1287-3p:GPR68/hsa-miR-1292-5p:GNAL/hsa-miR-1292-5p:WNT9A/hsa-miR-1293:HCAR1/hsa-miR-1293:PLCH1/hsa-miR-1298-3p:P3H1/hsa-miR-1301-3p:WNT9A/hsa-miR-1307-3p:CXCR5/hsa-miR-130b-3p:GNAL/hsa-miR-130b-3p:LDLRAD4/hsa-miR-130b-3p:MYO10/hsa-miR-130b-3p:PDCD1LG2/hsa-miR-130b-5p:NACC2/hsa-miR-1323:MYO10/hsa-miR-133a-3p:TFAP2A/hsa-miR-133a-5p:E2F3/hsa-miR-135b-3p:RGS5/hsa-miR-135b-5p:RECK/hsa-miR-137-3p:KISS1/hsa-miR-139-5p:E2F3/hsa-miR-139-5p:MYO10/hsa-miR-140-3p:VAV2/hsa-miR-140-3p:WNT9A/hsa-miR-141-3p:CHRNA6/hsa-miR-141-3p:MYO10/hsa-miR-142-3p:SOX4/hsa-miR-143-5p:E2F3/hsa-miR-145-5p:E2F3/hsa-miR-148b-5p:EBF1/hsa-miR-148b-5p:TEAD1/hsa-miR-149-3p:ADARB1/hsa-miR-149-3p:IMPA2/hsa-miR-149-3p:PER1/hsa-miR-149-3p:RECK/hsa-miR-149-3p:RUNX1T1/hsa-miR-149-5p:SOCS3/hsa-miR-150-5p:KSR2/hsa-miR-151a-5p:PLA2G5/hsa-miR-151a-5p:TGFB1I1/hsa-miR-155-3p:KSR2/hsa-miR-15a-5p:CD274/hsa-miR-15a-5p:GPR68/hsa-miR-15a-5p:RECK/hsa-miR-16-1-3p:GPR156/hsa-miR-17-5p:GNAL/hsa-miR-17-5p:ITGA1/hsa-miR-17-5p:LDLRAD4/hsa-miR-17-5p:MYO10/hsa-miR-17-5p:PDCD1LG2/hsa-miR-17-5p:SLIT2/hsa-miR-17-5p:TGFB1I1/hsa-miR-181b-2-3p:GPR183/hsa-miR-182-5p:DCUN1D3/hsa-miR-182-5p:RECK/hsa-miR-182-5p:SLIT2/hsa-miR-183-5p:CD274/hsa-miR-183-5p:DCUN1D3/hsa-miR-183-5p:ITPR1/hsa-miR-183-5p:PKP1/hsa-miR-183-5p:RECK/hsa-miR-183-5p:SOCS3/hsa-miR-185-3p:WNT9A/hsa-miR-187-3p:MYO10/hsa-miR-188-3p:GREM1/hsa-miR-188-3p:KITLG/hsa-miR-188-3p:MYO10/hsa-miR-18a-3p:SHC2/hsa-miR-18a-3p:WNT9A/hsa-miR-1910-3p:ADARB1/hsa-miR-1910-3p:CD70/hsa-miR-1910-5p:CD200/hsa-miR-1910-5p:SHC2/hsa-miR-193b-3p:GABBR1/hsa-miR-194-3p:ADGRE2/hsa-miR-194-3p:CD70/hsa-miR-194-3p:PDCD1LG2/hsa-miR-19a-3p:EBF1/hsa-miR-19a-3p:LDLRAD4/hsa-miR-19a-3p:MYO9A/hsa-miR-19a-3p:TTBK2/hsa-miR-19b-1-5p:TNXB/hsa-miR-19b-1-5p:UNC5C/hsa-miR-19b-3p:GJB6/hsa-miR-19b-3p:MYO9A/hsa-miR-19b-3p:PDCD1LG2/hsa-miR-19b-3p:TTBK2/hsa-miR-200a-3p:CHRNA6/hsa-miR-200a-3p:MYO10/hsa-miR-200a-3p:TFAP2A/hsa-miR-200b-3p:RECK/hsa-miR-200b-3p:TFAP2A/hsa-miR-200c-3p:ARHGAP28/hsa-miR-200c-3p:RECK/hsa-miR-200c-5p:BMPR1B/hsa-miR-203a-3p:CD274/hsa-miR-203a-3p:PRKG1/hsa-miR-203a-3p:RLN2/hsa-miR-204-5p:HCAR2/hsa-miR-204-5p:TFAP2A/hsa-miR-205-3p:AKAP12/hsa-miR-205-3p:LDLRAD4/hsa-miR-205-3p:PPP1R1A/hsa-miR-205-3p:RECK/hsa-miR-20a-5p:GNAL/hsa-miR-20a-5p:ITGA1/hsa-miR-20a-5p:LDLRAD4/hsa-miR-20a-5p:MYO10/hsa-miR-20a-5p:PDCD1LG2/hsa-miR-20a-5p:SLIT2/hsa-miR-20a-5p:TGFB1I1/hsa-miR-20b-3p:VSTM1/hsa-miR-20b-5p:CD274/hsa-miR-20b-5p:ITGA1/hsa-miR-20b-5p:MYO10/hsa-miR-20b-5p:PDCD1LG2/hsa-miR-20b-5p:TGFB1I1/hsa-miR-21-5p:E2F3/hsa-miR-210-3p:KIF26A/hsa-miR-210-3p:PDCD1LG2/hsa-miR-218-5p:H2AC6/hsa-miR-219a-5p:ADGRE2/hsa-miR-219a-5p:GPR68/hsa-miR-224-3p:CD274/hsa-miR-224-3p:CDKN2A/hsa-miR-224-5p:CHRNA6/hsa-miR-224-5p:RECK/hsa-miR-25-5p:GAS6/hsa-miR-26a-5p:E2F3/hsa-miR-27a-5p:DPYSL5/hsa-miR-28-3p:CD274/hsa-miR-28-5p:VAV2/hsa-miR-301a-3p:ADGRE2/hsa-miR-301a-3p:GNAL/hsa-miR-301a-3p:LDLRAD4/hsa-miR-301a-3p:MYO10/hsa-miR-301a-3p:PDCD1LG2/hsa-miR-301a-3p:SLIT2/hsa-miR-301a-5p:ADGRE2/hsa-miR-301a-5p:LDLRAD4/hsa-miR-301a-5p:WNT9A/hsa-miR-301b-3p:ADGRE2/hsa-miR-301b-3p:GNAL/hsa-miR-301b-3p:LDLRAD4/hsa-miR-301b-3p:MYO10/hsa-miR-301b-3p:PDCD1LG2/hsa-miR-301b-3p:SLIT2/hsa-miR-301b-5p:ADGRE2/hsa-miR-301b-5p:LDLRAD4/hsa-miR-301b-5p:WNT9A/hsa-miR-3065-5p:PDE4D/hsa-miR-3065-5p:VAV2/hsa-miR-30a-5p:E2F3/hsa-miR-30c-2-3p:GMNN/hsa-miR-30e-3p:CD274/hsa-miR-30e-3p:TNFSF10/hsa-miR-3131:PLA2G5/hsa-miR-3136-5p:EBF1/hsa-miR-3170:CD70/hsa-miR-3170:KIF26A/hsa-miR-3170:PYCARD/hsa-miR-3176:IL17B/hsa-miR-3199:RASSF7/hsa-miR-324-3p:CXCR5/hsa-miR-324-3p:IL24/hsa-miR-324-3p:WNT9A/hsa-miR-324-5p:CRYAB/hsa-miR-329-3p:E2F3/hsa-miR-331-3p:GPR68/hsa-miR-331-3p:PDGFRA/hsa-miR-335-3p:CD274/hsa-miR-335-3p:GPR183/hsa-miR-335-3p:MYO10/hsa-miR-33a-5p:GDNF/hsa-miR-33a-5p:RECK/hsa-miR-33b-5p:GDNF/hsa-miR-33b-5p:RECK/hsa-miR-345-5p:WNT9A/hsa-miR-3614-3p:IMPA2/hsa-miR-3614-5p:GNAL/hsa-miR-3615:DIRAS1/hsa-miR-365a-3p:MYO10/hsa-miR-365b-3p:MYO10/hsa-miR-365b-5p:TTBK2/hsa-miR-3662:LDLRAD4/hsa-miR-3662:SOX4/hsa-miR-3664-5p:PRKG1/hsa-miR-3664-5p:RASA3/hsa-miR-3691-5p:WNT9A/hsa-miR-370-5p:E2F3/hsa-miR-376c-3p:VLDLR/hsa-miR-377-5p:RASSF7/hsa-miR-383-5p:PDCD1LG2/hsa-miR-3913-5p:MYO10/hsa-miR-3922-3p:AR/hsa-miR-3922-3p:GABBR1/hsa-miR-3922-3p:SOX4/hsa-miR-3928-3p:GNAL/hsa-miR-3928-3p:GPR68/hsa-miR-3928-3p:HCAR2/hsa-miR-3928-3p:NACC2/hsa-miR-3928-3p:NEURL1/hsa-miR-3934-5p:SHC2/hsa-miR-423-3p:GNAL/hsa-miR-425-3p:CXCR5/hsa-miR-425-5p:TGFBR2/hsa-miR-425-5p:WNT9A/hsa-miR-429:DCUN1D3/hsa-miR-429:RECK/hsa-miR-429:TFAP2A/hsa-miR-432-5p:BRIP1/hsa-miR-432-5p:E2F3/hsa-miR-432-5p:HDGF/hsa-miR-433-3p:TFAP2A/hsa-miR-4446-3p:FGF5/hsa-miR-4446-3p:RADIL/hsa-miR-4446-3p:WNT9A/hsa-miR-4449:KIF26A/hsa-miR-449a:WNT9A/hsa-miR-4501:ADGRE2/hsa-miR-452-3p:RADIL/hsa-miR-454-3p:ADGRE2/hsa-miR-454-3p:MYO10/hsa-miR-454-3p:PDCD1LG2/hsa-miR-454-3p:VAV2/hsa-miR-455-3p:CD200/hsa-miR-455-3p:CHD5/hsa-miR-455-3p:GNAL/hsa-miR-455-3p:RPS6KA5/hsa-miR-4636:NACC2/hsa-miR-4638-3p:DDR2/hsa-miR-4665-5p:CXCR5/hsa-miR-4665-5p:GNAL/hsa-miR-4668-3p:MYO10/hsa-miR-4668-3p:RPS6KA5/hsa-miR-4724-5p:RECK/hsa-miR-4728-3p:ADARB1/hsa-miR-4728-3p:MYO10/hsa-miR-4728-3p:SOCS3/hsa-miR-4728-3p:WNT9A/hsa-miR-4728-5p:DIRAS1/hsa-miR-4728-5p:IMPA2/hsa-miR-4728-5p:MYO10/hsa-miR-4728-5p:PER1/hsa-miR-4728-5p:TFAP2A/hsa-miR-4728-5p:VAV2/hsa-miR-4742-3p:ADGRE2/hsa-miR-4742-3p:CHRNA6/hsa-miR-4742-3p:CXCR5/hsa-miR-4746-5p:GPR68/hsa-miR-4778-3p:BIRC5/hsa-miR-4778-3p:CEACAM6/hsa-miR-4778-3p:CXCL5/hsa-miR-4778-3p:GREM1/hsa-miR-4778-3p:MRAS/hsa-miR-4778-3p:RECK/hsa-miR-4786-5p:MYO10/hsa-miR-483-3p:GMNN/hsa-miR-483-5p:BMPR1B/hsa-miR-503-5p:GNAL/hsa-miR-504-5p:PKP1/hsa-miR-509-3p:MYO10/hsa-miR-509-3p:VSTM1/hsa-miR-515-3p:PDE4D/hsa-miR-516a-5p:MAP3K21/hsa-miR-516b-5p:MYO10/hsa-miR-518c-5p:TTBK2/hsa-miR-518c-5p:VLDLR/hsa-miR-518f-5p:PDE4D/hsa-miR-519a-3p:VLDLR/hsa-miR-519a-5p:PDE4D/hsa-miR-519b-3p:VLDLR/hsa-miR-519c-3p:TGFB1I1/hsa-miR-519c-3p:VLDLR/hsa-miR-519d-3p:VLDLR/hsa-miR-520a-5p:MYO10/hsa-miR-520b-3p:VLDLR/hsa-miR-520c-3p:VLDLR/hsa-miR-520e-3p:VLDLR/hsa-miR-520f-3p:VLDLR/hsa-miR-520g-3p:VLDLR/hsa-miR-521:WNT9A/hsa-miR-525-3p:VLDLR/hsa-miR-525-5p:BST2/hsa-miR-525-5p:MYO10/hsa-miR-526b-3p:VLDLR/hsa-miR-543:RPS6KA5/hsa-miR-548d-3p:LDLRAD4/hsa-miR-548d-3p:PDE4D/hsa-miR-548d-3p:WNT9A/hsa-miR-548j-5p:VLDLR/hsa-miR-548v:RECK/hsa-miR-550a-5p:ADRB3/hsa-miR-5684:PPP1R1A/hsa-miR-570-3p:ADGRE2/hsa-miR-570-3p:CD274/hsa-miR-589-3p:CBFA2T3/hsa-miR-589-3p:PLA2G5/hsa-miR-590-5p:TGFBR2/hsa-miR-616-3p:CCR7/hsa-miR-616-5p:ADARB1/hsa-miR-616-5p:GNAL/hsa-miR-616-5p:NRXN1/hsa-miR-616-5p:RAP1A/hsa-miR-636:PDCD1LG2/hsa-miR-642a-5p:DIRAS1/hsa-miR-642a-5p:GNAL/hsa-miR-642a-5p:PPP1R1A/hsa-miR-6499-3p:CNR2/hsa-miR-6507-5p:E2F3/hsa-miR-653-5p:CD274/hsa-miR-653-5p:MYO10/hsa-miR-671-5p:GPR68/hsa-miR-671-5p:KIF26A/hsa-miR-6715b-3p:RECK/hsa-miR-6715b-3p:SLIT2/hsa-miR-6715b-3p:TFAP2A/hsa-miR-6715b-3p:WNT9A/hsa-miR-6761-5p:LPAR2/hsa-miR-6761-5p:SOX4/hsa-miR-6781-3p:WNT9A/hsa-miR-6783-3p:ITGA5/hsa-miR-6783-3p:SHC2/hsa-miR-6844:MYO10/hsa-miR-6844:SLIT2/hsa-miR-6868-3p:IFNK/hsa-miR-6868-3p:MYO10/hsa-miR-6868-3p:NACC2/hsa-miR-7-5p:GNG7/hsa-miR-7-5p:PDE4D/hsa-miR-744-3p:BST2/hsa-miR-744-3p:KITLG/hsa-miR-760:WNT9A/hsa-miR-767-3p:WNT9A/hsa-miR-7705:BRIP1/hsa-miR-7705:MYO10/hsa-miR-7706:TFAP2A/hsa-miR-877-3p:GNAL/hsa-miR-877-3p:GPR68/hsa-miR-877-3p:PTGER3/hsa-miR-877-5p:LDLRAD4/hsa-miR-9-5p:GPR68/hsa-miR-93-3p:CD70/hsa-miR-93-3p:CXCR5/hsa-miR-93-3p:GNAL/hsa-miR-93-3p:IFNK/hsa-miR-93-3p:IL24/hsa-miR-93-3p:TFAP2A/hsa-miR-93-5p:CD274/hsa-miR-93-5p:GNAL/hsa-miR-93-5p:ITGA1/hsa-miR-93-5p:MYO10/hsa-miR-93-5p:PDCD1LG2/hsa-miR-93-5p:SLIT2/hsa-miR-93-5p:TGFB1I1/hsa-miR-937-3p:AMHR2/hsa-miR-939-5p:WNT9A/hsa-miR-940:WNT9A/hsa-miR-944:CDKN2A/hsa-miR-944:KLF11/hsa-miR-944:LDLRAD4/hsa-miR-944:RECK/hsa-miR-944:TGFBR2/hsa-miR-96-5p:DCUN1D3/hsa-miR-96-5p:GDNF/hsa-miR-96-5p:RECK/hsa-miR-96-5p:SLIT2",401
"TUMOR-PROMOTING INFLAMMATION","TUMOR-PROMOTING INFLAMMATION","99/770","10155/104746",0.00974889217134416,1.32617851867483,2.97656843325446,0.00248202024634971,0.0082734008211657,0.00522530578178886,"hsa-let-7g-3p:COLEC12/hsa-let-7g-3p:PTPRD/hsa-miR-103a-2-5p:CXCR5/hsa-miR-103a-2-5p:TFRC/hsa-miR-105-5p:CD274/hsa-miR-106a-5p:PDCD1LG2/hsa-miR-106b-5p:CD274/hsa-miR-106b-5p:PDCD1LG2/hsa-miR-106b-5p:PTPRD/hsa-miR-1226-3p:SOCS3/hsa-miR-1228-5p:GATA3/hsa-miR-1228-5p:LPAR2/hsa-miR-1229-3p:CXCR5/hsa-miR-1287-3p:CXCL5/hsa-miR-1293:PIANP/hsa-miR-1307-3p:CXCR5/hsa-miR-130b-3p:GADD45B/hsa-miR-130b-3p:PDCD1LG2/hsa-miR-130b-3p:PTPRD/hsa-miR-140-3p:VAV2/hsa-miR-149-5p:SOCS3/hsa-miR-15a-5p:CD274/hsa-miR-17-5p:PDCD1LG2/hsa-miR-17-5p:PTPRD/hsa-miR-183-5p:CD274/hsa-miR-183-5p:COLEC12/hsa-miR-183-5p:SOCS3/hsa-miR-18a-3p:SHC2/hsa-miR-1910-5p:CD200/hsa-miR-1910-5p:PIANP/hsa-miR-1910-5p:SHC2/hsa-miR-194-3p:PDCD1LG2/hsa-miR-19a-3p:PTPRD/hsa-miR-19b-3p:PDCD1LG2/hsa-miR-203a-3p:CD274/hsa-miR-203a-3p:COLEC12/hsa-miR-203a-3p:PRKG1/hsa-miR-205-3p:ACTN2/hsa-miR-20a-5p:PDCD1LG2/hsa-miR-20a-5p:PTPRD/hsa-miR-20b-5p:CD274/hsa-miR-20b-5p:PDCD1LG2/hsa-miR-210-3p:PDCD1LG2/hsa-miR-219a-5p:GADD45B/hsa-miR-224-3p:CD274/hsa-miR-28-3p:CD274/hsa-miR-28-5p:VAV2/hsa-miR-29c-3p:CD80/hsa-miR-301a-3p:GADD45B/hsa-miR-301a-3p:PDCD1LG2/hsa-miR-301a-3p:PTPRD/hsa-miR-301b-3p:GADD45B/hsa-miR-301b-3p:PDCD1LG2/hsa-miR-301b-3p:PTPRD/hsa-miR-3065-3p:CD80/hsa-miR-3065-5p:VAV2/hsa-miR-30e-3p:CD274/hsa-miR-324-3p:CXCR5/hsa-miR-335-3p:CD274/hsa-miR-3664-5p:PRKG1/hsa-miR-383-5p:PDCD1LG2/hsa-miR-3934-5p:SHC2/hsa-miR-425-3p:CXCR5/hsa-miR-454-3p:PDCD1LG2/hsa-miR-454-3p:VAV2/hsa-miR-455-3p:CD200/hsa-miR-455-3p:RPS6KA5/hsa-miR-4665-5p:CXCR5/hsa-miR-4668-3p:RPS6KA5/hsa-miR-4728-3p:SOCS3/hsa-miR-4728-5p:VAV2/hsa-miR-4742-3p:AKAP13/hsa-miR-4742-3p:CXCR5/hsa-miR-4778-3p:CXCL5/hsa-miR-543:RPS6KA5/hsa-miR-570-3p:CD274/hsa-miR-590-5p:NEGR1/hsa-miR-616-3p:CCR7/hsa-miR-616-5p:NRXN1/hsa-miR-616-5p:RAP1A/hsa-miR-636:PDCD1LG2/hsa-miR-642a-5p:PTPRD/hsa-miR-653-5p:CD274/hsa-miR-6761-5p:LPAR2/hsa-miR-6783-3p:AKAP13/hsa-miR-6783-3p:ITGA5/hsa-miR-6783-3p:SHC2/hsa-miR-6844:COLEC12/hsa-miR-6844:PTPRD/hsa-miR-6868-3p:IRF7/hsa-miR-7-5p:GNG7/hsa-miR-769-3p:COLEC12/hsa-miR-7974:COMP/hsa-miR-877-5p:PTPRD/hsa-miR-93-3p:CXCR5/hsa-miR-93-5p:CD274/hsa-miR-93-5p:PDCD1LG2/hsa-miR-93-5p:PTPRD/hsa-miR-939-5p:VCAN",99
