"pathway","Description","setSize","enrichmentScore","NES","p_value","padj","qvalue","rank","leading_edge","core_enrichment"
"EVADING GROWTH SUPPRESSORS","EVADING GROWTH SUPPRESSORS",796,0.538794178672705,1.52295303627621,0.035110533159948,0.35110533159948,0.33262610362056,421,"tags=53%, list=52%, signal=2251%","hsa-miR-210-3p/hsa-miR-96-5p/hsa-miR-18a-5p/hsa-miR-17-5p/hsa-miR-183-5p/hsa-miR-141-3p/hsa-miR-130b-3p/hsa-miR-33a-5p/hsa-miR-19a-3p/hsa-miR-671-5p/hsa-miR-93-5p/hsa-miR-519a-5p/hsa-miR-20a-5p/hsa-miR-425-5p/hsa-miR-516a-5p/hsa-miR-590-5p/hsa-miR-301a-5p/hsa-miR-345-5p/hsa-let-7g-3p/hsa-miR-21-5p/hsa-miR-423-3p/hsa-miR-1307-3p/hsa-miR-429/hsa-miR-135b-5p/hsa-miR-182-5p/hsa-miR-93-3p/hsa-miR-130b-5p/hsa-miR-512-3p/hsa-miR-7705/hsa-miR-106b-5p/hsa-miR-301b-3p/hsa-miR-503-5p/hsa-miR-185-5p/hsa-miR-105-5p/hsa-miR-301a-3p/hsa-miR-708-5p/hsa-miR-767-5p/hsa-miR-200a-3p/hsa-miR-455-3p/hsa-miR-324-5p/hsa-miR-183-3p/hsa-miR-934/hsa-miR-940/hsa-miR-20a-3p/hsa-miR-335-3p/hsa-miR-19b-3p/hsa-miR-877-5p/hsa-miR-519a-3p/hsa-miR-192-5p/hsa-miR-181b-3p/hsa-miR-526b-5p/hsa-miR-301b-5p/hsa-miR-3613-5p/hsa-miR-33b-5p/hsa-miR-191-3p/hsa-miR-590-3p/hsa-miR-31-5p/hsa-miR-3065-5p/hsa-miR-1301-3p/hsa-miR-141-5p/hsa-miR-224-5p/hsa-miR-151a-5p/hsa-miR-522-3p/hsa-miR-483-5p/hsa-miR-744-3p/hsa-miR-17-3p/hsa-miR-454-3p/hsa-miR-483-3p/hsa-miR-629-3p/hsa-miR-518b/hsa-miR-584-5p/hsa-miR-16-1-3p/hsa-miR-708-3p/hsa-miR-339-5p/hsa-miR-520a-3p/hsa-miR-15b-3p/hsa-miR-149-5p/hsa-miR-200a-5p/hsa-miR-18a-3p/hsa-miR-15a-5p/hsa-miR-191-5p/hsa-miR-19b-1-5p/hsa-miR-4724-5p/hsa-miR-200b-5p/hsa-miR-3200-3p/hsa-miR-103a-2-5p/hsa-miR-16-2-3p/hsa-miR-520f-3p/hsa-miR-205-5p/hsa-miR-651-5p/hsa-miR-205-3p/hsa-miR-181b-5p/hsa-miR-200c-5p/hsa-miR-937-3p/hsa-miR-525-5p/hsa-miR-1277-3p/hsa-miR-518f-5p/hsa-miR-4652-5p/hsa-miR-147b-3p/hsa-miR-148b-3p/hsa-miR-4746-5p/hsa-miR-92a-3p/hsa-miR-3651/hsa-miR-520a-5p/hsa-miR-425-3p/hsa-miR-200b-3p/hsa-miR-576-5p/hsa-miR-518c-5p/hsa-miR-1910-5p/hsa-miR-589-3p/hsa-miR-138-5p/hsa-miR-188-5p/hsa-miR-181b-2-3p/hsa-miR-1283/hsa-miR-1323/hsa-miR-32-5p/hsa-miR-200c-3p/hsa-miR-517a-3p/hsa-miR-517b-3p/hsa-miR-675-3p/hsa-miR-615-3p/hsa-miR-193b-3p/hsa-miR-452-3p/hsa-miR-149-3p/hsa-miR-181a-5p/hsa-miR-3934-3p/hsa-miR-520g-3p/hsa-miR-518a-5p/hsa-miR-527/hsa-miR-518c-3p/hsa-miR-365a-5p/hsa-miR-106a-5p/hsa-miR-4664-3p/hsa-miR-652-3p/hsa-miR-3615/hsa-miR-148b-5p/hsa-miR-767-3p/hsa-miR-92a-1-5p/hsa-miR-519d-3p/hsa-miR-32-3p/hsa-miR-942-5p/hsa-miR-520c-3p/hsa-miR-331-3p/hsa-miR-520b-3p/hsa-miR-181a-3p/hsa-miR-3065-3p/hsa-miR-203b-3p/hsa-miR-516b-5p/hsa-miR-31-3p/hsa-miR-3944-3p/hsa-miR-629-5p/hsa-miR-1229-3p/hsa-miR-331-5p/hsa-miR-6783-3p/hsa-miR-577/hsa-miR-135b-3p/hsa-miR-3913-5p/hsa-miR-518f-3p/hsa-miR-1287-3p/hsa-miR-550a-3p/hsa-miR-215-5p/hsa-miR-324-3p/hsa-miR-34c-3p/hsa-miR-3170/hsa-miR-34c-5p/hsa-miR-185-3p/hsa-miR-450a-5p/hsa-miR-142-3p/hsa-miR-616-5p/hsa-miR-3074-5p/hsa-miR-210-5p/hsa-miR-34b-5p/hsa-miR-21-3p/hsa-miR-520h/hsa-miR-181c-3p/hsa-miR-551b-3p/hsa-miR-521/hsa-miR-4449/hsa-miR-4636/hsa-miR-944/hsa-miR-503-3p/hsa-miR-515-5p/hsa-miR-1270/hsa-miR-4668-3p/hsa-miR-7974/hsa-miR-769-3p/hsa-miR-130a-5p/hsa-miR-3136-5p/hsa-miR-20b-5p/hsa-miR-518e-3p/hsa-miR-939-5p/hsa-miR-4446-3p/hsa-miR-570-3p/hsa-miR-3614-3p/hsa-miR-512-5p/hsa-miR-24-2-5p/hsa-miR-6499-3p/hsa-miR-203a-5p/hsa-miR-515-3p/hsa-miR-219a-5p/hsa-miR-550a-5p/hsa-miR-520d-3p/hsa-miR-372-3p/hsa-miR-6854-5p/hsa-miR-484/hsa-miR-20b-3p/hsa-miR-323b-3p/hsa-miR-1304-3p/hsa-miR-532-3p/hsa-miR-518a-3p/hsa-miR-525-3p/hsa-miR-7706/hsa-miR-653-5p/hsa-miR-296-3p/hsa-miR-4638-3p/hsa-miR-1180-3p/hsa-miR-671-3p/hsa-miR-194-5p/hsa-miR-642a-5p/hsa-miR-4664-5p/hsa-miR-769-5p/hsa-miR-3117-3p/hsa-miR-188-3p/hsa-miR-517-5p/hsa-miR-556-3p/hsa-miR-181a-2-3p/hsa-miR-874-3p/hsa-miR-636/hsa-miR-4523/hsa-miR-6777-5p/hsa-miR-3614-5p/hsa-miR-509-3p/hsa-miR-2277-5p/hsa-miR-4662a-5p/hsa-miR-25-5p/hsa-miR-1251-5p/hsa-miR-454-5p/hsa-miR-22-5p/hsa-miR-6715b-3p/hsa-miR-520e-3p/hsa-miR-130a-3p/hsa-miR-345-3p/hsa-miR-579-5p/hsa-miR-519c-3p/hsa-miR-627-5p/hsa-miR-7112-3p/hsa-miR-5699-3p/hsa-miR-498-5p/hsa-miR-548d-3p/hsa-miR-519b-3p/hsa-miR-652-5p/hsa-miR-10a-3p/hsa-miR-197-3p/hsa-miR-34b-3p/hsa-miR-449a/hsa-miR-589-5p/hsa-miR-4665-5p/hsa-miR-3934-5p/hsa-miR-3928-3p/hsa-miR-33a-3p/hsa-miR-455-5p/hsa-miR-1248/hsa-miR-4787-3p/hsa-miR-26b-3p/hsa-miR-4661-5p/hsa-miR-1226-3p/hsa-miR-34a-5p/hsa-miR-4677-3p/hsa-miR-3922-3p/hsa-miR-1306-5p/hsa-miR-501-5p/hsa-miR-616-3p/hsa-miR-3189-3p/hsa-miR-524-5p/hsa-miR-18b-5p/hsa-miR-548o-3p/hsa-miR-5001-5p/hsa-miR-643/hsa-miR-7-5p/hsa-miR-4728-3p/hsa-miR-16-5p/hsa-miR-138-1-3p/hsa-miR-501-3p/hsa-miR-4326/hsa-miR-3144-3p/hsa-miR-526b-3p/hsa-miR-1976/hsa-miR-7-1-3p/hsa-miR-219b-3p/hsa-miR-6814-3p/hsa-miR-34a-3p/hsa-miR-1292-5p/hsa-miR-3664-5p/hsa-miR-3176/hsa-miR-4742-3p/hsa-miR-106b-3p/hsa-miR-523-3p/hsa-miR-639/hsa-miR-146a-3p/hsa-miR-4766-3p/hsa-miR-5684/hsa-miR-335-5p/hsa-let-7f-2-3p/hsa-miR-489-3p/hsa-miR-1293/hsa-miR-155-3p/hsa-miR-760/hsa-miR-194-3p/hsa-miR-196a-5p/hsa-miR-548v/hsa-miR-4501/hsa-miR-584-3p/hsa-miR-4797-3p/hsa-miR-6868-3p/hsa-miR-942-3p/hsa-miR-517c-3p/hsa-miR-27a-3p/hsa-miR-196b-5p/hsa-miR-1228-5p/hsa-miR-1291/hsa-miR-146b-5p/hsa-miR-137-3p/hsa-miR-6781-3p/hsa-miR-660-5p/hsa-miR-877-3p/hsa-miR-1295a/hsa-miR-3187-3p/hsa-miR-187-3p/hsa-miR-3662/hsa-miR-219a-1-3p/hsa-miR-4778-3p/hsa-miR-6844/hsa-miR-3691-5p/hsa-miR-452-5p/hsa-miR-9-5p/hsa-miR-6820-3p/hsa-miR-362-3p/hsa-miR-224-3p/hsa-miR-548j-5p/hsa-miR-1269b/hsa-miR-580-3p/hsa-miR-1301-5p/hsa-miR-5579-3p/hsa-miR-519e-5p/hsa-miR-6499-5p/hsa-miR-1304-5p/hsa-miR-520d-5p/hsa-miR-1288-3p/hsa-miR-98-3p/hsa-miR-3677-3p/hsa-miR-548f-3p/hsa-miR-203a-3p/hsa-miR-365b-5p/hsa-miR-29a-5p/hsa-miR-192-3p/hsa-miR-1343-3p/hsa-miR-153-5p/hsa-miR-33b-3p/hsa-miR-505-5p/hsa-miR-625-5p/hsa-miR-514a-3p/hsa-miR-1910-3p/hsa-miR-508-3p/hsa-miR-548y/hsa-miR-126-3p/hsa-miR-181c-5p/hsa-miR-4728-5p/hsa-miR-29b-1-5p/hsa-miR-99b-3p/hsa-miR-3131/hsa-miR-500b-5p/hsa-miR-500a-5p/hsa-miR-4745-3p/hsa-miR-4676-5p/hsa-miR-29b-3p/hsa-miR-128-3p/hsa-miR-105-3p/hsa-miR-675-5p/hsa-miR-524-3p/hsa-miR-193b-5p/hsa-miR-556-5p/hsa-miR-363-3p/hsa-miR-6842-3p/hsa-miR-581/hsa-miR-1269a/hsa-miR-181d-5p/hsa-miR-935/hsa-miR-548e-3p/hsa-miR-342-5p/hsa-miR-3940-5p/hsa-miR-1305/hsa-miR-6501-5p/hsa-miR-373-3p/hsa-miR-4726-5p/hsa-miR-136-5p/hsa-miR-10a-5p/hsa-miR-551a/hsa-miR-320b/hsa-miR-744-5p/hsa-miR-1306-3p/hsa-miR-6891-5p/hsa-miR-5699-5p/hsa-miR-193a-3p/hsa-miR-4473/hsa-miR-3913-3p/hsa-miR-450b-5p/hsa-miR-424-5p/hsa-miR-653-3p/hsa-miR-15b-5p/hsa-miR-532-5p/hsa-miR-6514-5p/hsa-miR-4691-3p/hsa-miR-26a-1-3p/hsa-miR-659-5p/hsa-miR-3193/hsa-miR-519e-3p/hsa-miR-222-5p/hsa-let-7f-1-3p/hsa-miR-6798-3p/hsa-miR-409-5p"
"TISSUE INVASION AND METASTASIS","TISSUE INVASION AND METASTASIS",799,0.510132908490609,1.2901717400634,0.15528781793842,0.760655737704918,0.720621225194133,491,"tags=61%, list=61%, signal=3209%","hsa-miR-210-3p/hsa-miR-96-5p/hsa-miR-18a-5p/hsa-miR-1307-5p/hsa-miR-17-5p/hsa-miR-183-5p/hsa-miR-141-3p/hsa-miR-130b-3p/hsa-miR-33a-5p/hsa-miR-19a-3p/hsa-miR-671-5p/hsa-miR-93-5p/hsa-miR-519a-5p/hsa-miR-20a-5p/hsa-miR-425-5p/hsa-miR-516a-5p/hsa-miR-590-5p/hsa-miR-301a-5p/hsa-miR-345-5p/hsa-let-7g-3p/hsa-miR-21-5p/hsa-miR-423-3p/hsa-miR-1307-3p/hsa-miR-429/hsa-miR-135b-5p/hsa-miR-182-5p/hsa-miR-93-3p/hsa-miR-130b-5p/hsa-miR-512-3p/hsa-miR-7705/hsa-miR-106b-5p/hsa-miR-301b-3p/hsa-miR-503-5p/hsa-miR-185-5p/hsa-miR-105-5p/hsa-miR-301a-3p/hsa-miR-708-5p/hsa-miR-767-5p/hsa-miR-200a-3p/hsa-miR-455-3p/hsa-miR-324-5p/hsa-miR-183-3p/hsa-miR-934/hsa-miR-940/hsa-miR-20a-3p/hsa-miR-335-3p/hsa-miR-19b-3p/hsa-miR-877-5p/hsa-miR-519a-3p/hsa-miR-192-5p/hsa-miR-181b-3p/hsa-miR-526b-5p/hsa-miR-301b-5p/hsa-miR-3613-5p/hsa-miR-33b-5p/hsa-miR-191-3p/hsa-miR-590-3p/hsa-miR-31-5p/hsa-miR-3065-5p/hsa-miR-1301-3p/hsa-miR-141-5p/hsa-miR-224-5p/hsa-miR-151a-5p/hsa-miR-522-3p/hsa-miR-483-5p/hsa-miR-744-3p/hsa-miR-17-3p/hsa-miR-454-3p/hsa-miR-483-3p/hsa-miR-629-3p/hsa-miR-518b/hsa-miR-584-5p/hsa-miR-16-1-3p/hsa-miR-708-3p/hsa-miR-339-5p/hsa-miR-520a-3p/hsa-miR-15b-3p/hsa-miR-149-5p/hsa-miR-200a-5p/hsa-miR-18a-3p/hsa-miR-15a-5p/hsa-miR-191-5p/hsa-miR-19b-1-5p/hsa-miR-4724-5p/hsa-miR-200b-5p/hsa-miR-3200-3p/hsa-miR-103a-2-5p/hsa-miR-16-2-3p/hsa-miR-520f-3p/hsa-miR-205-5p/hsa-miR-651-5p/hsa-miR-205-3p/hsa-miR-181b-5p/hsa-miR-200c-5p/hsa-miR-937-3p/hsa-miR-525-5p/hsa-miR-1277-3p/hsa-miR-518f-5p/hsa-miR-4652-5p/hsa-miR-147b-3p/hsa-miR-148b-3p/hsa-miR-4746-5p/hsa-miR-92a-3p/hsa-miR-3651/hsa-miR-520a-5p/hsa-miR-200b-3p/hsa-miR-576-5p/hsa-miR-518c-5p/hsa-miR-1910-5p/hsa-miR-589-3p/hsa-miR-138-5p/hsa-miR-188-5p/hsa-miR-181b-2-3p/hsa-miR-1283/hsa-miR-1323/hsa-miR-32-5p/hsa-miR-200c-3p/hsa-miR-517a-3p/hsa-miR-517b-3p/hsa-miR-675-3p/hsa-miR-615-3p/hsa-miR-193b-3p/hsa-miR-452-3p/hsa-miR-149-3p/hsa-miR-181a-5p/hsa-miR-3934-3p/hsa-miR-520g-3p/hsa-miR-518a-5p/hsa-miR-527/hsa-miR-518c-3p/hsa-miR-365a-5p/hsa-miR-106a-5p/hsa-miR-4664-3p/hsa-miR-652-3p/hsa-miR-3615/hsa-miR-148b-5p/hsa-miR-767-3p/hsa-miR-92a-1-5p/hsa-miR-519d-3p/hsa-miR-32-3p/hsa-miR-942-5p/hsa-miR-520c-3p/hsa-miR-331-3p/hsa-miR-520b-3p/hsa-miR-181a-3p/hsa-miR-3065-3p/hsa-miR-203b-3p/hsa-miR-516b-5p/hsa-miR-31-3p/hsa-miR-3944-3p/hsa-miR-629-5p/hsa-miR-1229-3p/hsa-miR-331-5p/hsa-miR-6783-3p/hsa-miR-577/hsa-miR-135b-3p/hsa-miR-3913-5p/hsa-miR-518f-3p/hsa-miR-1287-3p/hsa-miR-550a-3p/hsa-miR-215-5p/hsa-miR-324-3p/hsa-miR-34c-3p/hsa-miR-3170/hsa-miR-34c-5p/hsa-miR-185-3p/hsa-miR-450a-5p/hsa-miR-142-3p/hsa-miR-616-5p/hsa-miR-3074-5p/hsa-miR-210-5p/hsa-miR-34b-5p/hsa-miR-21-3p/hsa-miR-520h/hsa-miR-181c-3p/hsa-miR-551b-3p/hsa-miR-521/hsa-miR-4449/hsa-miR-4636/hsa-miR-944/hsa-miR-503-3p/hsa-miR-515-5p/hsa-miR-1270/hsa-miR-4668-3p/hsa-miR-7974/hsa-miR-769-3p/hsa-miR-130a-5p/hsa-miR-3136-5p/hsa-miR-20b-5p/hsa-miR-518e-3p/hsa-miR-939-5p/hsa-miR-4446-3p/hsa-miR-570-3p/hsa-miR-3614-3p/hsa-miR-512-5p/hsa-miR-24-2-5p/hsa-miR-6499-3p/hsa-miR-203a-5p/hsa-miR-515-3p/hsa-miR-219a-5p/hsa-miR-550a-5p/hsa-miR-520d-3p/hsa-miR-372-3p/hsa-miR-6854-5p/hsa-miR-484/hsa-miR-20b-3p/hsa-miR-323b-3p/hsa-miR-1304-3p/hsa-miR-532-3p/hsa-miR-518a-3p/hsa-miR-525-3p/hsa-miR-7706/hsa-miR-653-5p/hsa-miR-296-3p/hsa-miR-4638-3p/hsa-miR-1180-3p/hsa-miR-671-3p/hsa-miR-194-5p/hsa-miR-642a-5p/hsa-miR-4664-5p/hsa-miR-769-5p/hsa-miR-3117-3p/hsa-miR-188-3p/hsa-miR-517-5p/hsa-miR-556-3p/hsa-miR-181a-2-3p/hsa-miR-874-3p/hsa-miR-636/hsa-miR-4523/hsa-miR-6777-5p/hsa-miR-3614-5p/hsa-miR-509-3p/hsa-miR-2277-5p/hsa-miR-4662a-5p/hsa-miR-25-5p/hsa-miR-1251-5p/hsa-miR-454-5p/hsa-miR-22-5p/hsa-miR-6715b-3p/hsa-miR-520e-3p/hsa-miR-130a-3p/hsa-miR-345-3p/hsa-miR-579-5p/hsa-miR-519c-3p/hsa-miR-627-5p/hsa-miR-7112-3p/hsa-miR-5699-3p/hsa-miR-498-5p/hsa-miR-548d-3p/hsa-miR-519b-3p/hsa-miR-652-5p/hsa-miR-10a-3p/hsa-miR-197-3p/hsa-miR-34b-3p/hsa-miR-449a/hsa-miR-589-5p/hsa-miR-4665-5p/hsa-miR-3934-5p/hsa-miR-3928-3p/hsa-miR-33a-3p/hsa-miR-455-5p/hsa-miR-1248/hsa-miR-4787-3p/hsa-miR-26b-3p/hsa-miR-4661-5p/hsa-miR-1226-3p/hsa-miR-34a-5p/hsa-miR-4677-3p/hsa-miR-3922-3p/hsa-miR-1306-5p/hsa-miR-501-5p/hsa-miR-616-3p/hsa-miR-3189-3p/hsa-miR-524-5p/hsa-miR-18b-5p/hsa-miR-548o-3p/hsa-miR-5001-5p/hsa-miR-643/hsa-miR-7-5p/hsa-miR-4728-3p/hsa-miR-16-5p/hsa-miR-138-1-3p/hsa-miR-501-3p/hsa-miR-4326/hsa-miR-3144-3p/hsa-miR-526b-3p/hsa-miR-1976/hsa-miR-7-1-3p/hsa-miR-219b-3p/hsa-miR-6814-3p/hsa-miR-34a-3p/hsa-miR-1292-5p/hsa-miR-3664-5p/hsa-miR-3176/hsa-miR-4742-3p/hsa-miR-106b-3p/hsa-miR-523-3p/hsa-miR-639/hsa-miR-146a-3p/hsa-miR-4766-3p/hsa-miR-5684/hsa-miR-335-5p/hsa-let-7f-2-3p/hsa-miR-489-3p/hsa-miR-1293/hsa-miR-155-3p/hsa-miR-760/hsa-miR-194-3p/hsa-miR-196a-5p/hsa-miR-548v/hsa-miR-4501/hsa-miR-584-3p/hsa-miR-4797-3p/hsa-miR-6868-3p/hsa-miR-942-3p/hsa-miR-517c-3p/hsa-miR-27a-3p/hsa-miR-196b-5p/hsa-miR-1228-5p/hsa-miR-1291/hsa-miR-146b-5p/hsa-miR-137-3p/hsa-miR-6781-3p/hsa-miR-660-5p/hsa-miR-877-3p/hsa-miR-1295a/hsa-miR-3187-3p/hsa-miR-187-3p/hsa-miR-3662/hsa-miR-219a-1-3p/hsa-miR-4778-3p/hsa-miR-6844/hsa-miR-3691-5p/hsa-miR-452-5p/hsa-miR-9-5p/hsa-miR-6820-3p/hsa-miR-362-3p/hsa-miR-224-3p/hsa-miR-548j-5p/hsa-miR-1269b/hsa-miR-580-3p/hsa-miR-1301-5p/hsa-miR-5579-3p/hsa-miR-519e-5p/hsa-miR-6499-5p/hsa-miR-1304-5p/hsa-miR-520d-5p/hsa-miR-1288-3p/hsa-miR-98-3p/hsa-miR-3677-3p/hsa-miR-548f-3p/hsa-miR-203a-3p/hsa-miR-365b-5p/hsa-miR-29a-5p/hsa-miR-192-3p/hsa-miR-1343-3p/hsa-miR-153-5p/hsa-miR-33b-3p/hsa-miR-505-5p/hsa-miR-625-5p/hsa-miR-514a-3p/hsa-miR-1910-3p/hsa-miR-508-3p/hsa-miR-548y/hsa-miR-126-3p/hsa-miR-181c-5p/hsa-miR-4728-5p/hsa-miR-29b-1-5p/hsa-miR-99b-3p/hsa-miR-3131/hsa-miR-500b-5p/hsa-miR-500a-5p/hsa-miR-4745-3p/hsa-miR-4676-5p/hsa-miR-29b-3p/hsa-miR-128-3p/hsa-miR-105-3p/hsa-miR-675-5p/hsa-miR-524-3p/hsa-miR-193b-5p/hsa-miR-556-5p/hsa-miR-363-3p/hsa-miR-6842-3p/hsa-miR-581/hsa-miR-1269a/hsa-miR-181d-5p/hsa-miR-935/hsa-miR-548e-3p/hsa-miR-342-5p/hsa-miR-3940-5p/hsa-miR-1305/hsa-miR-6501-5p/hsa-miR-373-3p/hsa-miR-4726-5p/hsa-miR-136-5p/hsa-miR-10a-5p/hsa-miR-551a/hsa-miR-320b/hsa-miR-744-5p/hsa-miR-1306-3p/hsa-miR-6891-5p/hsa-miR-5699-5p/hsa-miR-193a-3p/hsa-miR-4473/hsa-miR-3913-3p/hsa-miR-450b-5p/hsa-miR-424-5p/hsa-miR-653-3p/hsa-miR-15b-5p/hsa-miR-532-5p/hsa-miR-6514-5p/hsa-miR-4691-3p/hsa-miR-26a-1-3p/hsa-miR-659-5p/hsa-miR-3193/hsa-miR-519e-3p/hsa-miR-222-5p/hsa-let-7f-1-3p/hsa-miR-6798-3p/hsa-miR-409-5p/hsa-miR-3610/hsa-miR-505-3p/hsa-miR-196b-3p/hsa-miR-5010-3p/hsa-miR-874-5p/hsa-miR-4788/hsa-miR-6516-5p/hsa-miR-548x-3p/hsa-miR-6715a-3p/hsa-miR-6720-3p/hsa-miR-513c-5p/hsa-miR-514b-5p/hsa-miR-3942-5p/hsa-miR-1224-5p/hsa-miR-506-3p/hsa-miR-6808-3p/hsa-miR-3127-5p/hsa-miR-1266-5p/hsa-miR-186-5p/hsa-miR-296-5p/hsa-miR-135a-5p/hsa-miR-550a-3-5p/hsa-miR-873-5p/hsa-miR-3127-3p/hsa-miR-6718-5p/hsa-miR-500b-3p/hsa-miR-497-3p/hsa-miR-592/hsa-miR-135a-3p/hsa-miR-103a-3p/hsa-miR-500a-3p/hsa-miR-6734-5p/hsa-miR-342-3p/hsa-miR-511-3p/hsa-miR-3682-3p/hsa-miR-6510-3p/hsa-miR-520g-5p/hsa-miR-23a-5p/hsa-miR-3923/hsa-miR-211-5p/hsa-miR-6509-5p/hsa-miR-2110/hsa-miR-518d-3p/hsa-miR-1228-3p/hsa-miR-323a-3p/hsa-miR-2116-3p/hsa-miR-362-5p/hsa-miR-6877-5p/hsa-miR-502-3p/hsa-miR-511-5p/hsa-miR-3690/hsa-miR-4454/hsa-miR-491-3p/hsa-miR-371a-5p/hsa-miR-618/hsa-miR-873-3p/hsa-miR-519d-5p/hsa-miR-3919/hsa-miR-628-3p/hsa-miR-3161/hsa-miR-2355-3p/hsa-miR-371a-3p/hsa-miR-217-5p/hsa-miR-153-3p/hsa-miR-4423-5p/hsa-miR-92b-3p/hsa-miR-3684/hsa-miR-2355-5p/hsa-miR-106a-3p/hsa-miR-154-3p"
"SUSTAINED ANGIOGENESIS","SUSTAINED ANGIOGENESIS",740,0.232418787021519,1.00873055179864,0.452586206896552,0.760655737704918,0.720621225194133,130,"tags=17%, list=16%, signal=174%","hsa-miR-210-3p/hsa-miR-96-5p/hsa-miR-18a-5p/hsa-miR-17-5p/hsa-miR-183-5p/hsa-miR-141-3p/hsa-miR-130b-3p/hsa-miR-33a-5p/hsa-miR-19a-3p/hsa-miR-671-5p/hsa-miR-93-5p/hsa-miR-519a-5p/hsa-miR-20a-5p/hsa-miR-425-5p/hsa-miR-590-5p/hsa-miR-301a-5p/hsa-miR-345-5p/hsa-let-7g-3p/hsa-miR-21-5p/hsa-miR-423-3p/hsa-miR-1307-3p/hsa-miR-429/hsa-miR-135b-5p/hsa-miR-182-5p/hsa-miR-93-3p/hsa-miR-130b-5p/hsa-miR-512-3p/hsa-miR-7705/hsa-miR-106b-5p/hsa-miR-301b-3p/hsa-miR-503-5p/hsa-miR-185-5p/hsa-miR-105-5p/hsa-miR-301a-3p/hsa-miR-708-5p/hsa-miR-767-5p/hsa-miR-200a-3p/hsa-miR-455-3p/hsa-miR-324-5p/hsa-miR-183-3p/hsa-miR-934/hsa-miR-940/hsa-miR-20a-3p/hsa-miR-335-3p/hsa-miR-19b-3p/hsa-miR-877-5p/hsa-miR-519a-3p/hsa-miR-192-5p/hsa-miR-181b-3p/hsa-miR-526b-5p/hsa-miR-301b-5p/hsa-miR-33b-5p/hsa-miR-191-3p/hsa-miR-590-3p/hsa-miR-31-5p/hsa-miR-3065-5p/hsa-miR-1301-3p/hsa-miR-141-5p/hsa-miR-224-5p/hsa-miR-151a-5p/hsa-miR-522-3p/hsa-miR-483-5p/hsa-miR-744-3p/hsa-miR-17-3p/hsa-miR-454-3p/hsa-miR-483-3p/hsa-miR-629-3p/hsa-miR-584-5p/hsa-miR-16-1-3p/hsa-miR-708-3p/hsa-miR-339-5p/hsa-miR-520a-3p/hsa-miR-15b-3p/hsa-miR-149-5p/hsa-miR-200a-5p/hsa-miR-18a-3p/hsa-miR-15a-5p/hsa-miR-191-5p/hsa-miR-19b-1-5p/hsa-miR-4724-5p/hsa-miR-200b-5p/hsa-miR-3200-3p/hsa-miR-103a-2-5p/hsa-miR-16-2-3p/hsa-miR-520f-3p/hsa-miR-205-5p/hsa-miR-651-5p/hsa-miR-205-3p/hsa-miR-181b-5p/hsa-miR-200c-5p/hsa-miR-937-3p/hsa-miR-525-5p/hsa-miR-1277-3p/hsa-miR-518f-5p/hsa-miR-4652-5p/hsa-miR-147b-3p/hsa-miR-148b-3p/hsa-miR-92a-3p/hsa-miR-3651/hsa-miR-520a-5p/hsa-miR-425-3p/hsa-miR-200b-3p/hsa-miR-576-5p/hsa-miR-518c-5p/hsa-miR-1910-5p/hsa-miR-589-3p/hsa-miR-138-5p/hsa-miR-188-5p/hsa-miR-181b-2-3p/hsa-miR-1283/hsa-miR-1323/hsa-miR-32-5p/hsa-miR-200c-3p/hsa-miR-517a-3p/hsa-miR-517b-3p/hsa-miR-675-3p/hsa-miR-193b-3p/hsa-miR-452-3p/hsa-miR-149-3p/hsa-miR-181a-5p/hsa-miR-3934-3p/hsa-miR-520g-3p/hsa-miR-518a-5p/hsa-miR-527"
