"pathway","gene"
"GRADE_COLON_AND_RECTAL_CANCER_UP","HSPA9"
"GRADE_COLON_AND_RECTAL_CANCER_UP","HSPE1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","ICA1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","IFITM1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","IFRD1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","INTS7"
"GRADE_COLON_AND_RECTAL_CANCER_UP","IRAK1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","ITGB5"
"GRADE_COLON_AND_RECTAL_CANCER_UP","KARS1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","KBTBD2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","KIF23"
"GRADE_COLON_AND_RECTAL_CANCER_UP","KNTC1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","KPNA3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","L1CAM"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LAMP1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LAPTM4B"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LDHA"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LDHB"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LRP8"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LST1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LY6E"
"GRADE_COLON_AND_RECTAL_CANCER_UP","LYAR"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MACROH2A1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MAGED2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MARS1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MBTPS2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MCM2"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MCM3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MCM4"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MCM5"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MCM7"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MDC1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MELK"
"GRADE_COLON_AND_RECTAL_CANCER_UP","METTL2B"
"GRADE_COLON_AND_RECTAL_CANCER_UP","METTL3"
"GRADE_COLON_AND_RECTAL_CANCER_UP","METTL5"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MKLN1"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MLST8"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MRGBP"
"GRADE_COLON_AND_RECTAL_CANCER_UP","MRPL17"
