"pathway","gene"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","CCER1"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","CFAP65"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","DLGAP4"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","ELF3"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","FAM135B"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","FAM222B"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","FRMD4A"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","HNRNPA3P1"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","IGFLR1"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","INSL6"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","JAK3"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","KIF2B"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","LAMA3"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","MAGEB6"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","MEFV"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","MELK"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","MKRN3"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","NGEF"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","NLRP10"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","NLRP11"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","NLRP8"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","NTF3"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","PRAME"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","RBBP8NL"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","RNF175"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","SCUBE1"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","SHISA7"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","SOHLH2"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","TCL1B"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","TRIM29"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","ZNF556"
"HATADA_METHYLATED_IN_LUNG_CANCER_DN","ZNF572"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ABCG4"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ACOT12"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ACP1"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ACTB"
"HATADA_METHYLATED_IN_LUNG_CANCER_UP","ADAM30"
