"pathway","gene"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","SUDS3"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","SYCP2"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","SYNJ1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TCAM1P"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","THAP9-AS1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TMCC1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TMEM30B"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TMPO"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TOPBP1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TSIX"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TUG1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","TXNDC16"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","U2SURP"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","UBXN7"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","UHRF1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","UPF3B"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","USP25"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","USP37"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","WDHD1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","WDR76"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","XIST"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","XK"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZBTB21"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZBTB8A"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZFX"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZGRF1"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZNF236"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZNF367"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZNF532"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZNF678"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","ZRSR2"
"PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP","CPAP"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ACACA"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ANP32E"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","APOBEC3B"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ASF1B"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ASPM"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ATAD2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","AURKA"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","AURKB"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","BID"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","BIRC5"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","BRCA1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","BUB1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","BUB1B"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CA2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CCNA2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CCNB1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CCNB2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","CCNE2"
